Unigrams,Negation,Contrast,Positive entities,Negative entities,Class
help,false,No,0,0,positive
lead,false,No,0,0,positive
lent,false,No,0,0,positive
prestig,false,No,0,0,positive
popular,false,No,0,0,positive
gave,false,No,0,0,positive
million,false,No,0,0,positive
american,false,No,0,0,positive
rais,false,No,0,0,positive
reward,false,No,0,0,positive
boost,false,No,0,0,positive
abil,false,No,0,1,positive
keep,false,No,0,1,positive
recov,false,No,0,1,positive
recov,false,No,0,1,positive
cool,false,No,0,0,positive
without,false,No,0,0,positive
inflat,false,No,0,0,positive
heat,false,No,0,0,positive
unit,false,No,1,1,positive
state,false,No,1,1,positive
seek,false,No,1,1,positive
inform,false,No,1,1,positive
allianc,false,No,1,1,positive
with,false,No,1,1,positive
japan,false,No,1,1,positive
european,false,No,1,1,positive
union,false,No,1,1,positive
world,false,No,1,1,positive
trade,false,No,1,1,positive
rule,false,No,1,1,positive
assur,false,No,1,1,positive
fair,false,No,1,1,positive
plai,false,No,1,1,positive
state,false,No,1,1,positive
trade,false,No,1,1,positive
enterpris,false,No,1,1,positive
announc,true,No,0,0,positive
credit,true,No,0,0,positive
boost,false,No,0,0,positive
lent,false,No,0,0,positive
prestig,false,No,0,0,positive
popular,false,No,0,0,positive
help,false,No,0,0,positive
lead,false,No,0,0,positive
troop,false,No,0,0,positive
victori,false,No,0,0,positive
oper,false,No,0,0,positive
desert,false,No,0,0,positive
storm,false,No,0,0,positive
gulf,false,No,0,0,positive
chalk,false,No,0,0,positive
record,false,No,0,0,positive
couldnt,true,No,1,0,positive
have,true,No,1,0,positive
forecast,true,No,1,0,positive
better,true,No,1,0,positive
background,true,No,1,0,positive
equiti,true,No,1,0,positive
market,true,No,1,0,positive
close,false,No,0,0,positive
record,false,No,0,0,positive
close,false,No,0,0,positive
point,false,No,0,0,positive
higher,false,No,0,0,positive
surpass,false,No,0,1,positive
previou,false,No,0,1,positive
record,false,No,0,1,positive
expect,false,No,0,0,positive
tripl,false,No,0,0,positive
expect,false,No,0,0,positive
retail,false,No,0,0,positive
revenu,false,No,0,0,positive
tripl,false,No,0,0,positive
stai,false,No,1,0,positive
posit,false,No,1,0,positive
risen,false,No,0,0,positive
develop,false,No,0,0,positive
line,false,No,0,0,positive
with,false,No,0,0,positive
expect,false,No,0,0,positive
help,false,No,0,0,positive
close,false,No,1,0,positive
slightli,false,No,1,0,positive
better,false,No,1,0,positive
point,false,No,1,0,positive
shift,false,No,0,0,positive
interest,false,No,0,0,positive
help,false,No,0,0,positive
month,false,No,0,0,positive
peak,false,No,0,0,positive
higher,false,No,0,0,positive
were,false,No,0,0,positive
their,false,No,0,0,positive
highest,false,No,0,0,positive
level,false,No,0,0,positive
make,false,No,0,0,positive
break,false,No,0,0,positive
through,false,No,0,0,positive
recent,false,No,0,0,positive
price,false,No,0,0,positive
ceil,false,No,0,0,positive
just,false,No,0,0,positive
under,false,No,0,0,positive
ounc,false,No,0,0,positive
revamp,false,No,0,0,positive
soften,false,No,0,0,positive
better,false,No,1,0,positive
measur,false,No,1,0,positive
bright,false,No,0,0,positive
grew,false,No,0,0,positive
steadi,false,No,0,1,positive
gain,false,No,0,1,positive
increas,false,No,1,0,positive
dramat,false,No,1,0,positive
succeed,false,No,0,0,positive
gain,false,No,0,0,positive
expand,false,No,0,0,positive
million,false,No,0,0,positive
pound,false,No,0,0,positive
almost,false,No,0,0,positive
doubl,false,No,0,0,positive
almost,false,No,0,0,positive
doubl,false,No,0,0,positive
jump,false,No,0,0,positive
jump,false,No,0,0,positive
rise,false,No,0,0,positive
point,true,No,0,0,positive
toward,true,No,0,0,positive
tighten,true,No,0,0,positive
expand,false,No,0,0,positive
would,false,No,0,0,positive
rise,false,No,0,0,positive
like,false,No,0,0,positive
stronger,false,No,0,0,positive
anticip,false,No,1,0,positive
continu,false,No,1,0,positive
posit,false,No,1,0,positive
busi,false,No,1,0,positive
develop,false,No,1,0,positive
sharpli,false,No,1,0,positive
healthi,false,No,1,0,positive
growth,false,No,1,0,positive
help,false,No,0,1,positive
outperform,false,No,0,1,positive
rest,false,No,0,1,positive
industri,false,No,0,1,positive
rose,false,No,0,0,positive
drop,false,No,0,0,positive
happi,false,No,1,0,positive
accomplish,false,No,1,0,positive
promot,false,No,0,0,positive
acceler,false,No,0,0,positive
laud,false,No,0,0,positive
australian,false,No,0,0,positive
year,false,No,0,0,positive
prestigi,false,No,1,0,positive
america,false,No,1,0,positive
yacht,false,No,1,0,positive
race,false,No,1,0,positive
climb,false,No,0,0,positive
surg,false,No,0,0,positive
rise,false,No,0,0,positive
climb,false,No,0,0,positive
rose,false,No,0,0,positive
toward,false,No,0,0,positive
analyst,false,No,0,0,positive
forecast,false,No,0,0,positive
assur,false,No,0,0,positive
attract,false,No,0,0,positive
expand,false,No,0,0,positive
expand,false,No,0,0,positive
close,false,No,0,0,positive
record,false,No,0,0,positive
close,false,No,0,0,positive
record,false,No,0,0,positive
chalk,false,No,0,0,positive
better,false,No,1,0,positive
higher,false,No,0,0,positive
surpass,false,No,0,0,positive
outweigh,false,No,0,0,positive
subdu,false,No,0,0,positive
consider,false,No,0,0,positive
impact,false,No,0,0,positive
good,false,No,1,0,positive
highest,false,No,0,0,positive
level,false,No,0,0,positive
stabl,false,No,0,0,positive
turn,false,No,0,0,positive
corner,false,No,0,0,positive
possibl,false,No,1,0,positive
turn,false,No,1,0,positive
point,false,No,1,0,positive
expect,false,No,0,0,positive
tripl,false,No,0,0,positive
expect,false,No,0,0,positive
tripl,false,No,0,0,positive
tripl,false,No,0,0,positive
realis,false,No,0,0,positive
dream,false,No,0,0,positive
built,false,No,0,0,positive
provid,false,No,0,0,positive
servic,false,No,0,0,positive
suppli,false,No,0,0,positive
interact,false,No,0,0,positive
servic,false,No,0,0,positive
veri,false,No,0,0,positive
demand,false,No,0,0,positive
expand,false,No,0,0,positive
attract,false,No,0,0,positive
higher,false,No,0,0,positive
rose,false,No,0,0,positive
risen,false,No,0,0,positive
reach,false,No,0,0,positive
peak,false,No,0,0,positive
doubl,false,No,0,0,positive
over,false,No,0,0,positive
gain,false,No,0,0,positive
profit,false,No,0,0,positive
jump,false,No,0,0,positive
ralli,false,No,0,0,positive
close,false,No,0,0,positive
higher,false,No,0,0,positive
higher,false,No,0,0,positive
reach,false,No,0,0,positive
height,false,No,0,0,positive
gain,false,No,0,0,positive
gain,false,No,0,0,positive
rake,false,No,0,0,positive
target,false,No,0,0,positive
upward,false,No,0,0,positive
trend,false,No,0,0,positive
what,false,No,0,0,positive
want,false,No,0,0,positive
satisfi,false,No,0,0,positive
slightli,false,No,1,0,positive
better,false,No,1,0,positive
real,false,No,0,1,positive
profit,false,No,0,1,positive
growth,false,No,0,1,positive
better,false,No,1,0,positive
return,true,No,0,1,positive
normal,true,No,0,1,positive
rise,false,No,0,0,positive
jump,false,No,0,0,positive
more,false,No,0,0,positive
extend,false,No,0,0,positive
rose,false,No,0,0,positive
higher,true,No,0,0,positive
turnov,true,No,0,0,positive
rise,false,No,0,0,positive
rose,false,No,0,0,positive
rose,false,No,0,0,positive
move,false,No,0,0,positive
fail,false,No,0,0,positive
rise,false,No,0,0,positive
support,false,No,0,0,positive
higher,false,No,0,0,positive
increas,false,No,0,0,positive
increas,false,No,0,0,positive
rise,false,No,0,0,positive
made,false,No,0,0,positive
signific,false,No,0,0,positive
expansionari,false,No,0,0,positive
move,false,No,0,0,positive
close,false,No,0,0,positive
slightli,false,No,0,0,positive
higher,false,No,0,0,positive
predominantli,false,No,0,0,positive
higher,false,No,0,0,positive
just,false,No,0,0,positive
firmer,false,No,0,0,positive
boost,false,No,0,0,positive
rais,false,No,0,0,positive
tuesdai,false,No,0,0,positive
offer,false,No,0,0,positive
rais,false,No,0,0,positive
takeov,false,No,0,0,positive
offer,false,No,0,0,positive
surg,false,No,0,0,positive
improv,false,No,0,0,positive
slightli,false,No,0,0,positive
abov,false,No,0,0,positive
meet,false,No,0,0,positive
expect,false,No,0,0,positive
slightli,false,No,0,0,positive
abov,false,No,0,0,positive
market,false,No,0,0,positive
expect,false,No,0,0,positive
rose,false,No,0,0,positive
abov,false,No,0,0,positive
forecast,false,No,0,0,positive
good,false,No,1,0,positive
benefit,false,No,0,0,positive
welcom,false,No,0,0,positive
prompt,false,No,0,0,positive
revamp,false,No,0,0,positive
elev,false,No,0,0,positive
rise,false,No,0,0,positive
confound,false,No,0,0,positive
most,false,No,0,0,positive
expect,false,No,0,0,positive
surg,false,No,0,0,positive
expand,false,No,0,0,positive
perform,false,No,0,0,positive
fret,false,No,0,0,positive
boost,false,No,0,0,positive
prioriti,false,No,0,0,positive
rose,false,No,0,0,positive
rise,false,No,0,0,positive
rose,false,No,0,0,positive
doubl,false,No,0,0,positive
premier,false,No,0,0,positive
cabinet,false,No,0,0,positive
chief,false,No,0,0,positive
expand,false,No,0,0,positive
fertil,false,No,1,0,positive
ground,false,No,1,0,positive
most,false,No,1,0,positive
promis,false,No,1,0,positive
understand,false,No,0,0,positive
magnitud,false,No,0,0,positive
opportun,false,No,0,0,positive
hope,false,No,0,0,positive
hope,false,No,0,0,positive
posit,false,No,1,0,positive
impact,false,No,1,0,positive
encourag,false,No,0,0,positive
tent,false,No,1,0,positive
enjoi,false,No,1,0,positive
plan,true,No,0,1,positive
rest,true,No,0,1,positive
savor,false,No,0,0,positive
sweet,false,No,0,0,positive
freedom,false,No,0,0,positive
rise,false,No,0,0,positive
rose,false,No,0,0,positive
help,false,No,0,0,positive
good,false,No,1,0,positive
trade,false,No,1,0,positive
number,false,No,1,0,positive
predict,false,No,0,0,positive
improv,false,No,0,0,positive
earn,false,No,0,0,positive
boost,false,No,0,0,positive
enorm,true,No,0,0,positive
potenti,true,No,0,0,positive
defend,false,No,0,0,positive
rais,false,No,0,0,positive
less,false,No,0,0,positive
hazard,false,No,0,0,positive
econom,true,No,0,1,positive
data,true,No,0,1,positive
touch,false,No,0,0,positive
polit,false,No,0,0,positive
pressur,false,No,0,0,positive
except,false,No,0,0,positive
profit,false,No,0,0,positive
perform,false,No,0,0,positive
signific,false,No,0,0,positive
turnaround,false,No,0,0,positive
profit,false,No,0,0,positive
post,false,No,0,0,positive
profit,false,No,0,0,positive
exceed,false,No,0,0,positive
analyst,false,No,0,0,positive
expect,false,No,0,0,positive
fuell,false,No,0,1,positive
expens,false,No,0,1,positive
fatter,false,No,0,1,positive
price,false,No,0,1,positive
mark,false,No,0,1,positive
robust,false,No,0,1,positive
sale,false,No,0,1,positive
higher,false,No,0,0,positive
earn,false,No,0,0,positive
quadrupl,false,No,0,0,positive
cost,false,No,0,0,positive
profit,false,No,0,0,positive
modest,false,No,0,1,positive
improv,false,No,0,1,positive
jump,false,No,0,0,positive
rose,false,No,0,0,positive
remov,false,No,1,0,positive
possibl,false,No,1,0,positive
roadblock,false,No,1,0,positive
higher,false,No,0,0,positive
bound,false,No,0,0,positive
higher,false,No,0,0,positive
rais,false,No,0,0,positive
increas,false,No,0,0,positive
rais,false,No,0,0,positive
their,false,No,0,2,positive
abil,false,No,0,2,positive
keep,false,No,0,2,positive
their,false,No,0,2,positive
famili,false,No,0,2,positive
togeth,false,No,0,2,positive
their,false,No,0,2,positive
failur,false,No,0,2,positive
boost,false,No,0,0,positive
reward,false,No,0,0,positive
green,false,No,0,2,positive
light,false,No,0,2,positive
start,false,No,0,2,positive
more,false,No,0,2,positive
plane,false,No,0,2,positive
ward,false,No,0,0,positive-uncertain
rose,false,No,0,0,positive-uncertain
highest,false,No,0,0,positive-uncertain
level,false,No,0,0,positive-uncertain
jump,false,No,0,0,positive-uncertain
rose,false,No,0,0,positive-uncertain
plan,false,No,0,0,positive-uncertain
drop,false,No,0,0,positive-uncertain
narrow,false,No,1,0,positive-uncertain
sharpli,false,No,1,0,positive-uncertain
narrow,false,No,1,0,positive-uncertain
dramat,false,No,1,0,positive-uncertain
percent,false,No,0,0,negative
fall,false,No,0,0,negative
percent,false,No,0,0,negative
decreas,false,No,0,0,negative
fade,false,No,0,0,negative
outlook,false,No,0,1,negative
gloomi,false,No,0,1,negative
disappoint,false,No,0,3,negative
gener,false,No,0,3,negative
feel,false,No,0,3,negative
that,false,No,0,3,negative
will,false,No,0,3,negative
remain,false,No,0,3,negative
lifeless,false,No,0,3,negative
fail,false,No,0,3,negative
gain,false,No,0,3,negative
meaning,false,No,0,3,negative
momentum,false,No,0,3,negative
back,false,No,0,3,negative
bundebank,false,No,0,3,negative
larger,false,No,0,3,negative
than,false,No,0,3,negative
expect,false,No,0,3,negative
rate,false,No,0,3,negative
unlik,false,No,0,3,negative
near,false,No,0,3,negative
futur,false,No,0,3,negative
short,true,No,0,1,negative
term,true,No,0,1,negative
risk,true,No,0,1,negative
veri,true,No,0,1,negative
much,true,No,0,1,negative
skew,true,No,0,1,negative
downsid,true,No,0,1,negative
press,false,No,0,0,negative
with,false,No,0,0,negative
strike,false,No,0,0,negative
alleg,false,No,0,0,negative
caus,false,No,0,0,negative
seriou,false,No,0,0,negative
damag,false,No,0,0,negative
steam,false,No,0,0,negative
fell,false,No,0,0,negative
veri,false,No,0,1,negative
weak,false,No,0,1,negative
bottom,false,No,0,0,negative
tumbl,false,No,0,1,negative
delai,false,No,0,0,negative
block,false,No,0,0,negative
indict,false,No,0,1,negative
huge,false,No,0,1,negative
pyramid,false,No,0,1,negative
scheme,false,No,0,1,negative
fraud,false,No,0,1,negative
indict,false,No,0,0,negative
seiz,false,No,0,0,negative
indict,false,No,0,0,negative
alleg,false,No,0,0,negative
snub,false,No,0,0,negative
seem,false,No,0,1,negative
unreadi,false,No,0,1,negative
burnt,false,No,0,1,negative
recent,false,No,0,1,negative
rout,false,No,0,1,negative
small,false,No,0,1,negative
stock,false,No,0,1,negative
down,false,No,0,0,negative
record,false,No,0,0,negative
fall,false,No,1,0,negative
sharpli,false,No,1,0,negative
hammer,false,No,0,0,negative
down,false,No,0,0,negative
fall,false,No,0,0,negative
down,false,No,0,0,negative
stagnant,false,No,0,0,negative
summer,false,No,0,1,negative
lethargi,false,No,0,1,negative
should,false,No,0,1,negative
prevent,false,No,0,1,negative
them,false,No,0,1,negative
break,false,No,0,1,negative
higher,false,No,0,1,negative
near,false,No,0,1,negative
term,false,No,0,1,negative
could,true,No,0,0,negative
find,true,No,0,0,negative
direct,true,No,0,0,negative
down,false,No,0,0,negative
grow,false,No,0,0,negative
depend,false,No,0,0,negative
propos,false,No,0,0,negative
expel,false,No,0,0,negative
have,false,No,0,0,negative
almost,false,No,0,0,negative
made,false,No,0,0,negative
nigeria,false,No,0,0,negative
laugh,false,No,0,0,negative
stock,false,No,0,0,negative
tough,false,No,0,0,negative
line,false,No,0,0,negative
tough,false,No,0,0,negative
line,false,No,0,0,negative
cheat,false,No,1,0,negative
right,false,No,1,0,negative
share,false,No,1,0,negative
wealth,false,No,1,0,negative
their,true,No,1,0,negative
fair,true,No,1,0,negative
share,true,No,1,0,negative
left,false,No,0,0,negative
disappoint,false,No,0,0,negative
fail,false,No,0,0,negative
appear,false,No,0,0,negative
spark,false,No,0,0,negative
fear,false,No,0,0,negative
suffer,false,No,0,1,negative
uncertain,false,No,0,1,negative
week,false,No,0,1,negative
dull,false,No,0,0,negative
trade,false,No,0,0,negative
dull,false,No,0,0,negative
week,false,No,0,0,negative
defi,false,No,0,0,negative
expect,false,No,0,0,negative
down,false,No,0,0,negative
boycott,false,No,0,0,negative
boycot,false,No,0,0,negative
curs,false,No,0,0,negative
join,false,No,0,0,negative
argument,false,No,0,0,negative
rule,false,No,0,0,negative
against,false,No,0,0,negative
contend,false,No,0,0,negative
that,false,No,0,0,negative
tobacco,false,No,0,0,negative
industri,false,No,0,0,negative
peddl,false,No,0,0,negative
addict,false,No,0,0,negative
product,false,No,0,0,negative
that,false,No,0,0,negative
caus,false,No,0,0,negative
roger,false,No,0,0,negative
cancer,false,No,0,0,negative
littl,false,No,0,1,negative
sympathi,false,No,0,1,negative
receiv,false,No,0,0,negative
frosti,false,No,0,0,negative
respons,false,No,0,0,negative
reluct,false,No,1,1,negative
endors,false,No,1,1,negative
burden,false,No,0,0,negative
miscellan,false,No,0,0,negative
charg,false,No,0,0,negative
have,false,No,0,0,negative
complaint,false,No,0,0,negative
stem,false,No,0,0,negative
well,false,No,1,0,negative
below,false,No,1,0,negative
predict,false,No,1,0,negative
warn,false,No,0,0,negative
against,false,No,0,0,negative
warn,false,No,0,0,negative
against,false,No,0,0,negative
pressur,false,No,0,0,negative
flare,false,No,0,0,negative
taiwan,false,No,0,0,negative
strait,false,No,0,0,negative
prejudici,false,No,0,1,negative
tumbl,false,No,0,1,negative
pressur,false,No,0,0,negative
mount,false,No,0,0,negative
suffer,false,No,0,0,negative
estim,false,No,0,0,negative
million,false,No,0,0,negative
ringgit,false,No,0,0,negative
loss,false,No,0,0,negative
from,false,No,0,0,negative
blackout,false,No,0,0,negative
expand,false,No,0,0,negative
allow,true,No,0,1,negative
corrupt,true,No,0,1,negative
into,true,No,0,1,negative
market,true,No,0,1,negative
caus,true,No,0,1,negative
never,true,No,0,1,negative
seri,true,No,0,1,negative
accid,true,No,0,1,negative
fight,false,No,0,0,negative
down,false,No,0,0,negative
fell,false,No,0,0,negative
fell,false,No,0,0,negative
drop,false,No,0,0,negative
would,true,No,1,0,negative
improv,true,No,1,0,negative
percent,false,No,0,0,negative
drop,false,No,0,0,negative
percent,false,No,0,0,negative
drop,false,No,0,0,negative
forbid,false,No,0,0,negative
been,false,No,0,0,negative
cancel,false,No,0,0,negative
refus,false,No,0,1,negative
give,false,No,0,1,negative
permiss,false,No,0,1,negative
give,true,No,0,2,negative
green,true,No,0,2,negative
light,true,No,0,2,negative
fear,false,No,0,0,negative
gather,false,No,0,0,negative
more,false,No,0,0,negative
than,false,No,0,0,negative
young,false,No,0,0,negative
peopl,false,No,0,0,negative
never,true,No,0,1,negative
agre,true,No,0,1,negative
refus,false,No,0,0,negative
particip,false,No,0,0,negative
over,false,No,0,0,negative
fund,false,No,0,0,negative
erupt,false,No,0,0,negative
unauthoris,false,No,0,0,negative
fall,false,No,0,0,negative
late,false,No,0,1,negative
wakeup,false,No,0,1,negative
call,false,No,0,1,negative
move,false,No,0,1,negative
into,false,No,0,1,negative
fina,false,No,0,1,negative
miss,false,No,0,0,negative
wake,false,No,0,0,negative
call,false,No,0,0,negative
beat,false,No,0,0,negative
elimin,false,No,0,0,negative
beat,false,No,0,0,negative
injur,false,No,0,0,negative
injur,false,No,0,0,negative
week,false,No,0,0,negative
crash,false,No,0,0,negative
furiou,false,No,0,1,negative
will,true,No,0,0,negative
allow,true,No,0,0,negative
william,true,No,0,0,negative
team,true,No,0,0,negative
mate,true,No,0,0,negative
damon,true,No,0,0,negative
hill,true,No,0,0,negative
easi,true,No,0,0,negative
world,true,No,0,0,negative
driver,true,No,0,0,negative
championship,true,No,0,0,negative
struggl,false,No,0,0,negative
learn,false,No,0,0,negative
frustrat,false,No,0,0,negative
down,false,No,0,0,negative
dismiss,false,No,0,0,negative
ralli,false,No,0,0,negative
past,false,No,0,0,negative
uncharacterist,false,No,1,1,negative
errat,false,No,1,1,negative
hate,false,No,0,0,negative
upset,false,No,0,0,negative
upset,false,No,0,1,negative
beat,false,No,0,0,negative
beat,false,No,0,0,negative
beat,false,No,0,0,negative
beat,false,No,0,0,negative
suspend,false,No,0,0,negative
forc,false,No,0,0,negative
suspens,false,No,0,0,negative
interrupt,false,No,0,0,negative
despair,false,No,0,0,negative
left,false,No,0,0,negative
despair,false,No,0,0,negative
worst,false,No,0,1,negative
perform,false,No,0,1,negative
poor,false,No,0,1,negative
submerg,false,No,0,0,negative
creek,false,No,0,0,negative
without,false,No,0,0,negative
paddl,false,No,0,0,negative
submerg,false,No,0,2,negative
faint,false,No,0,2,negative
chanc,false,No,0,2,negative
england,false,No,0,2,negative
fight,false,No,0,2,negative
their,false,No,0,2,negative
back,false,No,0,2,negative
into,false,No,0,2,negative
improb,false,No,0,2,negative
positio,false,No,0,2,negative
omen,false,No,0,0,negative
look,false,No,0,0,negative
distinctli,false,No,0,0,negative
unpromis,false,No,0,0,negative
crash,false,No,0,0,negative
halt,false,No,0,0,negative
flow,false,No,0,0,negative
held,false,No,0,0,negative
halt,false,No,0,0,negative
fell,false,No,0,1,negative
short,false,No,0,1,negative
becom,false,No,0,1,negative
sixth,false,No,0,1,negative
pakistan,false,No,0,1,negative
batsman,false,No,0,1,negative
tighten,false,No,0,0,negative
screw,false,No,0,0,negative
defeat,false,No,0,0,negative
suffer,false,No,0,0,negative
fourth,false,No,0,0,negative
success,false,No,0,0,negative
defeat,false,No,0,0,negative
beat,false,No,0,0,negative
defeat,false,No,0,0,negative
beat,false,No,0,0,negative
upset,false,No,0,1,negative
weaken,false,No,0,0,negative
beat,false,No,0,0,negative
beat,false,No,0,0,negative
beat,false,No,0,0,negative
troubl,false,No,0,1,negative
project,false,No,0,1,negative
just,false,No,0,0,negative
percent,false,No,0,0,negative
skirmish,false,No,0,0,negative
against,false,No,0,0,negative
injunct,false,No,0,0,negative
embroil,false,No,0,1,negative
critic,false,No,0,1,negative
legal,false,No,0,1,negative
battl,false,No,0,1,negative
extract,false,No,0,0,negative
injunct,false,No,0,0,negative
disput,false,No,0,0,negative
resist,false,No,0,0,negative
brace,false,No,0,0,negative
face,false,No,0,0,negative
regulatori,false,No,0,0,negative
hurdl,false,No,0,0,negative
appeal,false,No,0,0,negative
against,false,No,0,0,negative
reel,false,No,0,0,negative
from,false,No,0,0,negative
seri,false,No,0,0,negative
messi,false,No,0,0,negative
scandal,false,No,0,0,negative
divorc,false,No,0,0,negative
diminsh,false,No,0,0,negative
individu,false,No,0,0,negative
instanc,false,No,0,0,negative
horrend,false,No,0,0,negative
behaviour,false,No,0,0,negative
media,false,No,0,0,negative
sundai,false,No,0,0,negative
against,false,No,0,0,negative
trampl,false,No,0,0,negative
local,false,No,0,0,negative
feel,false,No,0,0,negative
underfoot,false,No,0,0,negative
when,false,No,0,0,negative
cover,false,No,0,0,negative
such,false,No,0,0,negative
stori,false,No,0,0,negative
were,false,No,0,0,negative
wound,false,No,0,0,negative
acquir,false,No,0,0,negative
reput,false,No,0,0,negative
troubl,false,No,0,0,negative
underperform,false,No,0,0,negative
theyr,false,No,0,1,negative
hell,false,No,0,1,negative
fell,false,No,0,0,negative
fell,false,No,0,0,negative
percent,false,No,0,0,negative
lost,false,No,0,0,negative
market,false,No,0,1,negative
nervou,false,No,0,1,negative
slip,false,No,0,0,negative
nearli,false,No,0,0,negative
pfennig,false,No,0,0,negative
subdu,false,No,0,0,negative
depress,false,No,0,1,negative
effect,false,No,0,1,negative
grow,false,No,0,0,negative
uncertainti,false,No,0,0,negative
sharpli,false,No,1,1,negative
down,false,No,1,1,negative
jitter,false,No,1,1,negative
european,false,No,1,1,negative
trade,false,No,1,1,negative
sharpli,false,No,1,1,negative
down,false,No,1,1,negative
social,false,No,0,1,negative
unrest,false,No,0,1,negative
tough,false,No,0,0,negative
autumn,false,No,0,0,negative
depress,false,No,0,1,negative
mood,false,No,0,1,negative
disappoint,false,No,0,0,negative
pessimist,false,No,0,1,negative
expect,false,No,0,0,negative
troubl,false,No,0,0,negative
fear,false,No,0,0,negative
weaken,false,No,0,0,negative
slow,false,No,0,1,negative
weaken,false,No,0,0,negative
fell,false,No,0,0,negative
start,false,No,0,1,negative
lose,false,No,0,1,negative
momentum,false,No,0,1,negative
rattl,false,No,0,0,negative
countri,true,No,0,0,negative
econom,true,No,0,0,negative
worri,true,No,0,0,negative
dive,false,No,0,1,negative
month,false,No,0,1,negative
declin,false,No,0,0,negative
fell,false,No,0,0,negative
depress,false,No,0,0,negative
brussel,false,No,0,0,negative
content,false,No,0,0,negative
could,false,No,0,1,negative
start,false,No,0,1,negative
spiral,false,No,0,1,negative
subsidi,false,No,0,1,negative
harden,false,No,0,0,negative
harden,false,No,0,0,negative
threaten,false,No,0,0,negative
tussl,false,No,0,0,negative
began,false,No,0,0,negative
disappoint,false,No,0,1,negative
growth,false,No,0,1,negative
limit,false,No,0,1,negative
expans,false,No,0,1,negative
hurt,false,No,0,0,negative
blame,false,No,0,0,negative
percent,false,No,0,0,negative
slump,false,No,0,0,negative
sharpli,false,No,1,0,negative
below,false,No,1,0,negative
drop,false,No,0,0,negative
found,false,No,0,1,negative
guilti,false,No,0,1,negative
weaker,false,No,0,1,negative
dollar,false,No,0,1,negative
bund,false,No,0,1,negative
lower,false,No,0,1,negative
wall,false,No,0,1,negative
street,false,No,0,1,negative
slump,false,No,0,0,negative
rise,false,No,0,0,negative
slump,false,No,0,0,negative
down,false,No,0,0,negative
beat,false,No,0,0,negative
against,false,No,0,0,negative
refus,false,No,0,0,negative
work,false,No,0,0,negative
declar,false,No,0,0,negative
bankruptci,false,No,0,0,negative
fall,false,No,0,0,negative
through,false,No,0,0,negative
fell,false,No,0,0,negative
through,false,No,0,0,negative
file,false,No,0,0,negative
chapter,false,No,0,0,negative
bankruptci,false,No,0,0,negative
protect,false,No,0,0,negative
call,false,No,0,1,negative
warn,false,No,0,0,negative
tuesdai,false,No,0,0,negative
tension,false,No,0,0,negative
conflict,false,No,0,0,negative
protest,false,No,0,0,negative
against,false,No,0,0,negative
warn,false,No,0,0,negative
tuesdai,false,No,0,0,negative
protest,false,No,0,0,negative
includ,false,No,0,0,negative
like,false,No,0,0,negative
strike,false,No,0,0,negative
over,false,No,0,0,negative
weaken,false,No,0,0,negative
start,false,No,0,1,negative
week,false,No,0,1,negative
badli,false,No,0,1,negative
slip,false,No,0,0,negative
percent,false,No,0,0,negative
european,false,No,0,0,negative
upmarket,false,No,0,0,negative
threat,false,No,0,0,negative
repurcuss,false,No,0,0,negative
bloat,false,No,0,1,negative
price,false,No,0,1,negative
workforc,false,No,0,1,negative
complac,false,No,0,1,negative
manag,false,No,0,1,negative
tend,false,No,0,2,negative
give,false,No,0,2,negative
ghost,false,No,0,2,negative
pretti,false,No,0,2,negative
quickli,false,No,0,2,negative
suspend,false,No,0,0,negative
disciplin,false,No,0,0,negative
fail,false,No,0,0,negative
with,false,No,0,0,negative
skill,false,No,0,0,negative
care,false,No,0,0,negative
dilig,false,No,0,0,negative
start,false,No,0,0,negative
disciplinari,false,No,0,0,negative
action,false,No,0,0,negative
against,false,No,0,0,negative
stack,false,No,0,0,negative
billion,false,No,0,0,negative
unauthoris,false,No,0,0,negative
trade,false,No,0,0,negative
loss,false,No,0,0,negative
which,false,No,0,0,negative
crippl,false,No,0,0,negative
alreadi,false,No,0,1,negative
uncertainti,false,No,0,1,negative
start,false,No,0,1,negative
week,false,No,0,1,negative
badli,false,No,0,1,negative
slip,false,No,0,0,negative
percent,false,No,0,0,negative
down,false,No,0,0,negative
declin,false,No,0,0,negative
fall,false,No,0,0,negative
most,false,No,0,0,negative
unsettl,false,No,0,0,negative
lower,false,No,0,0,negative
retrench,false,No,0,0,negative
yield,false,No,0,0,negative
creep,false,No,0,0,negative
back,false,No,0,0,negative
poor,false,No,0,1,negative
perform,false,No,0,1,negative
were,false,No,0,0,negative
unabl,false,No,0,0,negative
hold,false,No,0,0,negative
fridai,false,No,0,0,negative
record,false,No,0,0,negative
close,false,No,0,0,negative
high,false,No,0,0,negative
start,false,No,0,1,negative
weaker,false,No,0,1,negative
start,false,No,1,0,negative
sharpli,false,No,1,0,negative
lower,false,No,1,0,negative
disappoint,false,No,0,1,negative
perform,false,No,0,1,negative
spark,false,No,0,1,negative
earli,false,No,0,1,negative
markdown,false,No,0,1,negative
with,false,No,0,1,negative
grenad,false,No,0,1,negative
possibl,false,No,0,1,negative
other,false,No,0,1,negative
explos,false,No,0,1,negative
becam,false,No,0,1,negative
angri,false,No,0,1,negative
take,false,No,0,0,negative
issu,false,No,0,0,negative
with,false,No,0,0,negative
world,false,No,0,0,negative
