Unigrams,Negation,Contrast,Positive entities,Negative entities,Class
discuss,false,Yes,1,2,neutral
would,false,Yes,1,2,neutral
take,false,Yes,1,2,neutral
place,false,Yes,1,2,neutral
level,false,Yes,1,2,neutral
next,false,Yes,1,2,neutral
that,false,Yes,1,2,neutral
preparatori,false,Yes,1,2,neutral
work,false,Yes,1,2,neutral
possibl,false,Yes,1,2,neutral
complaint,false,Yes,1,2,neutral
bonn,false,Yes,1,2,neutral
would,false,Yes,1,2,neutral
continu,false,Yes,1,2,neutral
govern,true,Yes,0,0,neutral
will,true,Yes,0,0,neutral
continu,true,Yes,0,0,neutral
prepar,true,Yes,0,0,neutral
case,true,Yes,0,0,neutral
will,true,Yes,0,0,neutral
hold,true,Yes,0,0,neutral
take,true,Yes,0,0,neutral
action,true,Yes,0,0,neutral
said,true,Yes,0,0,neutral
german,false,No,0,0,neutral
govern,false,No,0,0,neutral
stand,false,No,0,0,neutral
side,false,No,0,0,neutral
saxoni,false,No,0,0,neutral
volkswagen,false,No,0,0,neutral
which,false,No,0,0,neutral
deserv,false,No,0,0,neutral
full,false,No,0,0,neutral
allot,false,No,0,0,neutral
subsidi,false,No,0,0,neutral
rexrodt,false,No,0,0,neutral
said,false,No,0,0,neutral
neither,true,Yes,0,2,neutral
chun,true,Yes,0,2,neutral
presidenti,true,Yes,0,2,neutral
successor,true,Yes,0,2,neutral
sentenc,true,Yes,0,2,neutral
year,true,Yes,0,2,neutral
prison,true,Yes,0,2,neutral
similar,true,Yes,0,2,neutral
charg,true,Yes,0,2,neutral
stem,true,Yes,0,2,neutral
from,true,Yes,0,2,neutral
militari,true,Yes,0,2,neutral
coup,true,Yes,0,2,neutral
armi,true,Yes,0,2,neutral
massacr,true,Yes,0,2,neutral
democraci,true,Yes,0,2,neutral
demonstr,true,Yes,0,2,neutral
citi,true,Yes,0,2,neutral
kwangju,true,Yes,0,2,neutral
follow,true,Yes,0,2,neutral
year,true,Yes,0,2,neutral
have,true,Yes,0,2,neutral
lodg,true,Yes,0,2,neutral
formal,true,Yes,0,2,neutral
appeal,true,Yes,0,2,neutral
media,false,Yes,0,1,neutral
report,false,Yes,0,1,neutral
said,false,Yes,0,1,neutral
lawyer,false,Yes,0,1,neutral
chun,false,Yes,0,1,neutral
were,false,Yes,0,1,neutral
alreadi,false,Yes,0,1,neutral
prepar,false,Yes,0,1,neutral
challeng,false,Yes,0,1,neutral
rule,false,Yes,0,1,neutral
that,false,Yes,0,1,neutral
appeal,false,Yes,0,1,neutral
could,false,Yes,0,1,neutral
drag,false,Yes,0,1,neutral
through,false,Yes,0,1,neutral
court,false,Yes,0,1,neutral
eight,false,Yes,0,1,neutral
month,false,Yes,0,1,neutral
lawyer,true,No,0,1,neutral
were,true,No,0,1,neutral
immedi,true,No,0,1,neutral
avail,true,No,0,1,neutral
comment,true,No,0,1,neutral
consolid,false,No,0,0,neutral
freightwai,false,No,0,0,neutral
spin,false,No,0,0,neutral
unit,false,No,0,0,neutral
transport,false,No,0,2,neutral
compani,false,No,0,2,neutral
consolid,false,No,0,2,neutral
freightwai,false,No,0,2,neutral
said,false,No,0,2,neutral
mondai,false,No,0,2,neutral
plan,false,No,0,2,neutral
spin,false,No,0,2,neutral
part,false,No,0,2,neutral
long,false,No,0,2,neutral
haul,false,No,0,2,neutral
truck,false,No,0,2,neutral
oper,false,No,0,2,neutral
into,false,No,0,2,neutral
separ,false,No,0,2,neutral
compani,false,No,0,2,neutral
consolid,false,No,0,2,neutral
said,false,No,0,2,neutral
move,false,No,0,2,neutral
chang,false,No,0,2,neutral
transport,false,No,0,2,neutral
busi,false,No,0,2,neutral
that,false,No,0,2,neutral
recent,false,No,0,2,neutral
caus,false,No,0,2,neutral
consolid,false,No,0,2,neutral
unit,false,No,0,2,neutral
against,false,No,0,2,neutral
each,false,No,0,2,neutral
other,false,No,0,2,neutral
same,false,No,0,2,neutral
busi,false,No,0,2,neutral
becom,false,No,1,0,neutral
clear,false,No,1,0,neutral
that,false,No,1,0,neutral
signific,false,No,1,0,neutral
chang,false,No,1,0,neutral
tradit,false,No,1,0,neutral
truck,false,No,1,0,neutral
market,false,No,1,0,neutral
have,false,No,1,0,neutral
occur,false,No,1,0,neutral
throughout,false,No,1,0,neutral
freight,false,No,1,0,neutral
transport,false,No,1,0,neutral
industri,false,No,1,0,neutral
said,false,No,1,0,neutral
chairman,false,No,1,0,neutral
david,false,No,1,0,neutral
moffitt,false,No,1,0,neutral
these,false,No,2,4,neutral
chang,false,No,2,4,neutral
which,false,No,2,4,neutral
have,false,No,2,4,neutral
been,false,No,2,4,neutral
especi,false,No,2,4,neutral
dramat,false,No,2,4,neutral
past,false,No,2,4,neutral
month,false,No,2,4,neutral
have,false,No,2,4,neutral
increasingli,false,No,2,4,neutral
place,false,No,2,4,neutral
separ,false,No,2,4,neutral
distinct,false,No,2,4,neutral
region,false,No,2,4,neutral
nation,false,No,2,4,neutral
truck,false,No,2,4,neutral
compani,false,No,2,4,neutral
posit,false,No,2,4,neutral
where,false,No,2,4,neutral
thei,false,No,2,4,neutral
direct,false,No,2,4,neutral
competit,false,No,2,4,neutral
with,false,No,2,4,neutral
each,false,No,2,4,neutral
other,false,No,2,4,neutral
said,false,No,2,4,neutral
statement,false,No,2,4,neutral
moffitt,false,No,0,0,neutral
said,false,No,0,0,neutral
compani,false,No,0,0,neutral
would,false,No,0,0,neutral
more,false,No,0,0,neutral
competit,false,No,0,0,neutral
independ,false,No,0,0,neutral
compani,false,No,0,0,neutral
industri,false,No,0,3,neutral
analyst,false,No,0,3,neutral
have,false,No,0,3,neutral
expect,false,No,0,3,neutral
consolid,false,No,0,3,neutral
attempt,false,No,0,3,neutral
spin,false,No,0,3,neutral
sell,false,No,0,3,neutral
motorfreight,false,No,0,3,neutral
industri,false,No,0,3,neutral
less,false,No,0,3,neutral
than,false,No,0,3,neutral
truckload,false,No,0,3,neutral
shipper,false,No,0,3,neutral
seen,false,No,0,3,neutral
increas,false,No,0,3,neutral
competit,false,No,0,3,neutral
flat,false,No,0,3,neutral
yield,false,No,0,3,neutral
overcapac,false,No,0,3,neutral
truck,false,No,0,3,neutral
said,true,Yes,0,3,neutral
commerci,true,Yes,0,3,neutral
most,true,Yes,0,3,neutral
viewer,true,Yes,0,3,neutral
were,true,Yes,0,3,neutral
unlik,true,Yes,0,3,neutral
have,true,Yes,0,3,neutral
found,true,Yes,0,3,neutral
offens,true,Yes,0,3,neutral
persil,false,No,0,6,neutral
commerci,false,No,0,6,neutral
part,false,No,0,6,neutral
unilev,false,No,0,6,neutral
campaign,false,No,0,6,neutral
show,false,No,0,6,neutral
clean,false,No,0,6,neutral
power,false,No,0,6,neutral
newli,false,No,0,6,neutral
relaunch,false,No,0,6,neutral
wash,false,No,0,6,neutral
powder,false,No,0,6,neutral
also,false,No,0,6,neutral
featur,false,No,0,6,neutral
skater,false,No,0,6,neutral
dress,false,No,0,6,neutral
white,false,No,0,6,neutral
speed,false,No,0,6,neutral
awai,false,No,0,6,neutral
from,false,No,0,6,neutral
black,false,No,0,6,neutral
garb,false,No,0,6,neutral
companion,false,No,0,6,neutral
dalmatian,false,No,0,6,neutral
shake,false,No,0,6,neutral
itself,false,No,0,6,neutral
that,false,No,0,6,neutral
black,false,No,0,6,neutral
spot,false,No,0,6,neutral
flew,false,No,0,6,neutral
rule,false,No,1,3,neutral
conserv,false,No,1,3,neutral
parti,false,No,1,3,neutral
controversi,false,No,1,3,neutral
campaign,false,No,1,3,neutral
month,false,No,1,3,neutral
featur,false,No,1,3,neutral
opposit,false,No,1,3,neutral
leader,false,No,1,3,neutral
toni,false,No,1,3,neutral
blair,false,No,1,3,neutral
with,false,No,1,3,neutral
satan,false,No,1,3,neutral
investig,false,No,1,3,neutral
advertis,false,No,1,3,neutral
standard,false,No,1,3,neutral
author,false,No,1,3,neutral
which,false,No,1,3,neutral
regul,false,No,1,3,neutral
press,false,No,1,3,neutral
poster,false,No,1,3,neutral
late,false,No,0,1,neutral
bond,false,No,0,1,neutral
market,false,No,0,1,neutral
price,false,No,0,1,neutral
major,false,No,0,1,neutral
world,false,No,0,1,neutral
bond,false,No,0,1,neutral
market,false,No,0,1,neutral
were,false,No,0,1,neutral
trade,false,No,0,1,neutral
late,false,No,0,1,neutral
european,false,No,0,1,neutral
busi,false,No,0,1,neutral
tuesdai,false,No,0,1,neutral
unit,false,No,0,0,neutral
provinci,false,No,0,0,neutral
newspap,false,No,0,0,neutral
region,false,No,0,0,neutral
newspap,false,No,0,0,neutral
unit,false,No,0,0,neutral
britain,false,No,0,0,neutral
third,false,No,0,0,neutral
largest,false,No,0,0,neutral
local,false,No,0,0,neutral
paper,false,No,0,0,neutral
publish,false,No,0,0,neutral
report,true,No,0,0,neutral
oper,true,No,0,0,neutral
profit,true,No,0,0,neutral
million,true,No,0,0,neutral
pound,true,No,0,0,neutral
million,true,No,0,0,neutral
turnov,true,No,0,0,neutral
million,true,No,0,0,neutral
pound,true,No,0,0,neutral
unit,false,No,0,1,neutral
plan,false,No,0,1,neutral
sell,false,No,0,1,neutral
british,false,No,0,1,neutral
local,false,No,0,1,neutral
paper,false,No,0,1,neutral
britain,true,No,0,1,neutral
unit,true,No,0,1,neutral
media,true,No,0,1,neutral
announc,true,No,0,1,neutral
plan,true,No,0,1,neutral
tuesdai,true,No,0,1,neutral
sell,true,No,0,1,neutral
local,true,No,0,1,neutral
newspap,true,No,0,1,neutral
south,true,No,0,1,neutral
east,true,No,0,1,neutral
england,true,No,0,1,neutral
wale,true,No,0,1,neutral
compani,true,No,0,1,neutral
which,true,No,0,1,neutral
interest,true,No,0,1,neutral
commerci,true,No,0,1,neutral
televis,true,No,0,1,neutral
nation,true,No,0,1,neutral
newspap,true,No,0,1,neutral
said,true,No,0,1,neutral
want,true,No,0,1,neutral
focu,true,No,0,1,neutral
effort,true,No,0,1,neutral
local,true,No,0,1,neutral
newspap,true,No,0,1,neutral
northern,true,No,0,1,neutral
england,true,No,0,1,neutral
british,false,No,0,0,neutral
market,false,No,0,0,neutral
were,false,No,0,0,neutral
close,false,No,0,0,neutral
holidai,false,No,0,0,neutral
mondai,false,No,0,0,neutral
london,false,No,0,0,neutral
futur,false,No,0,0,neutral
robusta,false,No,0,0,neutral
coffe,false,No,0,0,neutral
plai,false,No,0,0,neutral
catch,false,No,0,0,neutral
close,false,No,0,0,neutral
stock,false,No,0,0,neutral
market,false,No,0,0,neutral
indic,false,No,0,0,neutral
here,false,No,0,0,neutral
major,false,No,0,0,neutral
stock,false,No,0,0,neutral
market,false,No,0,0,neutral
outsid,false,No,0,0,neutral
unit,false,No,0,0,neutral
state,false,No,0,0,neutral
tuesdai,false,No,0,0,neutral
london,false,No,0,0,neutral
stock,false,No,0,0,neutral
exchang,false,No,0,0,neutral
launch,false,No,0,0,neutral
comput,false,No,0,0,neutral
system,false,No,0,0,neutral
london,false,No,0,2,neutral
stock,false,No,0,2,neutral
exchang,false,No,0,2,neutral
launch,false,No,0,2,neutral
integr,false,No,0,2,neutral
trade,false,No,0,2,neutral
inform,false,No,0,2,neutral
comput,false,No,0,2,neutral
system,false,No,0,2,neutral
sequenc,false,No,0,2,neutral
tuesdai,false,No,0,2,neutral
last,false,No,0,2,neutral
stage,false,No,0,2,neutral
three,false,No,0,2,neutral
year,false,No,0,2,neutral
programm,false,No,0,2,neutral
take,false,No,0,2,neutral
london,false,No,0,2,neutral
stock,false,No,0,2,neutral
market,false,No,0,2,neutral
into,false,No,0,2,neutral
next,false,No,0,2,neutral
centuri,false,No,0,2,neutral
system,false,No,0,0,neutral
complet,false,No,0,0,neutral
introduct,false,No,0,0,neutral
electron,false,No,0,0,neutral
trade,false,No,0,0,neutral
begun,false,No,0,0,neutral
time,false,No,0,0,neutral
bang,false,No,0,0,neutral
shake,false,No,0,0,neutral
london,false,No,0,0,neutral
market,false,No,0,0,neutral
also,false,No,0,0,neutral
pave,false,No,0,0,neutral
shift,false,No,0,0,neutral
electron,false,No,0,0,neutral
trade,false,No,0,0,neutral
britain,false,No,0,0,neutral
largest,false,No,0,0,neutral
share,false,No,0,0,neutral
transit,false,No,0,0,neutral
from,false,No,0,0,neutral
quot,false,No,0,0,neutral
driven,false,No,0,0,neutral
trade,false,No,0,0,neutral
ftse,false,No,0,0,neutral
stock,false,No,0,0,neutral
next,false,No,0,0,neutral
summer,false,No,0,0,neutral
unit,false,No,0,1,neutral
sell,false,No,0,1,neutral
some,false,No,0,1,neutral
local,false,No,0,1,neutral
newspap,false,No,0,1,neutral
unit,false,No,0,1,neutral
media,false,No,0,1,neutral
said,false,No,0,1,neutral
region,false,No,0,1,neutral
newspap,false,No,0,1,neutral
divis,false,No,0,1,neutral
decid,false,No,0,1,neutral
divest,false,No,0,1,neutral
newspap,false,No,0,1,neutral
hold,false,No,0,1,neutral
wale,false,No,0,1,neutral
south,false,No,0,1,neutral
east,false,No,0,1,neutral
england,false,No,0,1,neutral
unit,true,No,0,0,neutral
said,true,No,0,0,neutral
decis,true,No,0,0,neutral
prompt,true,No,0,0,neutral
desir,true,No,0,0,neutral
focu,true,No,0,0,neutral
primari,true,No,0,0,neutral
area,true,No,0,0,neutral
north,true,No,0,0,neutral
england,true,No,0,0,neutral
unit,false,No,0,0,neutral
provinci,false,No,0,0,neutral
newspap,false,No,0,0,neutral
region,false,No,0,0,neutral
newspap,false,No,0,0,neutral
divis,false,No,0,0,neutral
unit,false,No,0,0,neutral
third,false,No,0,0,neutral
largest,false,No,0,0,neutral
region,false,No,0,0,neutral
publish,false,No,0,0,neutral
oper,true,No,0,0,neutral
profit,true,No,0,0,neutral
million,true,No,0,0,neutral
revenu,true,No,0,0,neutral
million,true,No,0,0,neutral
bulk,true,No,0,0,neutral
which,true,No,0,0,neutral
gener,true,No,0,0,neutral
from,true,No,0,0,neutral
northern,true,No,0,0,neutral
titl,true,No,0,0,neutral
proport,false,No,1,1,neutral
fund,false,No,1,1,neutral
regard,false,No,1,1,neutral
their,false,No,1,1,neutral
princip,false,No,1,1,neutral
form,false,No,1,1,neutral
invest,false,No,1,1,neutral
manag,false,No,1,1,neutral
remain,false,No,1,1,neutral
remark,false,No,1,1,neutral
steadi,false,No,1,1,neutral
report,false,No,1,1,neutral
with,false,No,1,1,neutral
pdfm,false,No,1,1,neutral
survei,false,No,1,1,neutral
said,false,No,1,1,neutral
pension,false,No,1,0,neutral
fund,false,No,1,0,neutral
prefer,false,No,1,0,neutral
balanc,false,No,1,0,neutral
manag,false,No,1,0,neutral
poll,false,No,1,0,neutral
pension,false,Yes,1,1,neutral
fund,false,Yes,1,1,neutral
still,false,Yes,1,1,neutral
prefer,false,Yes,1,1,neutral
balanc,false,Yes,1,1,neutral
style,false,Yes,1,1,neutral
fund,false,Yes,1,1,neutral
manag,false,Yes,1,1,neutral
there,false,Yes,1,1,neutral
more,false,Yes,1,1,neutral
specialist,false,Yes,1,1,neutral
mandat,false,Yes,1,1,neutral
award,false,Yes,1,1,neutral
survei,false,Yes,1,1,neutral
pension,false,Yes,1,1,neutral
fund,false,Yes,1,1,neutral
phillip,false,Yes,1,1,neutral
drew,false,Yes,1,1,neutral
fund,false,Yes,1,1,neutral
manag,false,Yes,1,1,neutral
pdfm,false,Yes,1,1,neutral
show,false,Yes,1,1,neutral
survei,false,No,0,0,neutral
conduct,false,No,0,0,neutral
earlier,false,No,0,0,neutral
year,false,No,0,0,neutral
poll,false,No,0,0,neutral
fund,false,No,0,0,neutral
over,false,No,0,0,neutral
million,false,No,0,0,neutral
fund,false,No,0,0,neutral
under,false,No,0,0,neutral
million,false,No,0,0,neutral
most,false,Yes,0,3,neutral
them,false,Yes,0,3,neutral
were,false,Yes,0,3,neutral
corpor,false,Yes,0,3,neutral
scheme,false,Yes,0,3,neutral
other,false,Yes,0,3,neutral
were,false,Yes,0,3,neutral
local,false,Yes,0,3,neutral
author,false,Yes,0,3,neutral
foreign,false,Yes,0,3,neutral
corpor,false,Yes,0,3,neutral
fund,false,Yes,0,3,neutral
economi,true,No,1,0,neutral
better,true,No,1,0,neutral
there,true,No,1,0,neutral
opportun,true,No,1,0,neutral
least,true,No,1,0,neutral
some,true,No,1,0,neutral
worker,true,No,1,0,neutral
about,true,No,1,0,neutral
time,true,No,1,0,neutral
interest,true,No,1,0,neutral
were,true,No,1,0,neutral
taken,true,No,1,0,neutral
more,true,No,1,0,neutral
into,true,No,1,0,neutral
account,true,No,1,0,neutral
employ,true,No,1,0,neutral
monk,true,No,1,0,neutral
said,true,No,1,0,neutral
british,false,No,0,0,neutral
strike,false,No,0,0,neutral
show,false,No,0,0,neutral
union,false,No,0,0,neutral
retain,false,No,0,0,neutral
clout,false,No,0,0,neutral
boss,false,No,0,0,neutral
trade,false,No,0,3,neutral
union,false,No,0,3,neutral
still,false,No,0,3,neutral
around,false,No,0,3,neutral
still,false,No,0,3,neutral
capabl,false,No,0,3,neutral
have,false,No,0,3,neutral
scrap,false,No,0,3,neutral
john,false,No,0,3,neutral
monk,false,No,0,3,neutral
gener,false,No,0,3,neutral
secretari,false,No,0,3,neutral
trade,false,No,0,3,neutral
union,false,No,0,3,neutral
congress,false,No,0,3,neutral
told,false,No,0,3,neutral
reuter,false,No,0,3,neutral
interview,false,No,0,3,neutral
focu,false,No,0,0,neutral
brewer,false,No,0,0,neutral
expect,false,No,0,0,neutral
bass,false,No,0,0,neutral
deal,false,No,0,0,neutral
referr,false,No,0,0,neutral
think,false,Yes,0,1,neutral
will,false,Yes,0,1,neutral
refer,false,Yes,0,1,neutral
what,false,Yes,0,1,neutral
will,false,Yes,0,1,neutral
happen,false,Yes,0,1,neutral
then,false,Yes,0,1,neutral
anybodi,false,Yes,0,1,neutral
guess,false,Yes,0,1,neutral
thei,false,Yes,2,0,neutral
must,false,Yes,2,0,neutral
think,false,Yes,2,0,neutral
there,false,Yes,2,0,neutral
reason,false,Yes,2,0,neutral
risk,false,Yes,2,0,neutral
that,false,Yes,2,0,neutral
happen,false,Yes,2,0,neutral
otherwis,false,Yes,2,0,neutral
have,false,Yes,2,0,neutral
plan,false,Yes,2,0,neutral
place,false,Yes,2,0,neutral
said,false,Yes,2,0,neutral
ralph,false,Yes,2,0,neutral
findlai,false,Yes,2,0,neutral
financ,false,Yes,2,0,neutral
director,false,Yes,2,0,neutral
wolverhampton,false,Yes,2,0,neutral
dudlei,false,Yes,2,0,neutral
breweri,false,Yes,2,0,neutral
sundai,false,No,0,1,neutral
bass,false,No,0,1,neutral
confirm,false,No,0,1,neutral
detail,false,No,0,1,neutral
long,false,No,0,1,neutral
await,false,No,0,1,neutral
deal,false,No,0,1,neutral
merg,false,No,0,1,neutral
with,false,No,0,1,neutral
carlsberg,false,No,0,1,neutral
tetlei,false,No,0,1,neutral
leav,false,No,0,1,neutral
danish,false,No,0,1,neutral
brewer,false,No,0,1,neutral
carlsberg,false,No,0,1,neutral
with,false,No,0,1,neutral
percent,false,No,0,1,neutral
stake,false,No,0,1,neutral
merg,false,No,0,1,neutral
carlsberg,false,No,0,1,neutral
tetlei,false,No,0,1,neutral
bass,false,No,0,1,neutral
british,false,No,0,1,neutral
regul,false,No,0,1,neutral
allow,false,No,0,1,neutral
marriag,false,No,0,1,neutral
take,false,No,0,1,neutral
place,false,No,0,1,neutral
under,true,No,0,0,neutral
term,true,No,0,0,neutral
deal,true,No,0,0,neutral
bass,true,No,0,0,neutral
cannot,true,No,0,0,neutral
combin,true,No,0,0,neutral
with,true,No,0,0,neutral
brew,true,No,0,0,neutral
busi,true,No,0,0,neutral
within,true,No,0,0,neutral
month,true,No,0,0,neutral
bass,true,No,0,0,neutral
option,true,No,0,0,neutral
whole,true,No,0,0,neutral
sharehold,true,No,0,0,neutral
carlsberg,true,No,0,0,neutral
carlsberg,true,No,0,0,neutral
option,true,No,0,0,neutral
percent,true,No,0,0,neutral
alli,true,No,0,0,neutral
domecq,true,No,0,0,neutral
william,false,No,0,0,neutral
landuyt,false,No,0,0,neutral
also,false,No,0,0,neutral
chairman,false,No,0,0,neutral
millennium,false,No,0,0,neutral
also,false,No,0,0,neutral
unveil,false,No,0,0,neutral
strateg,false,No,0,0,neutral
blueprint,false,No,0,0,neutral
interview,false,No,0,0,neutral
with,false,No,0,0,neutral
reuter,false,No,0,0,neutral
includ,false,No,0,0,neutral
plan,false,No,0,0,neutral
share,false,No,0,0,neutral
buyback,false,No,0,0,neutral
after,false,No,0,0,neutral
debt,false,No,0,0,neutral
implement,false,No,0,0,neutral
post,false,No,0,0,neutral
demerg,false,No,0,0,neutral
invest,false,No,0,0,neutral
plan,false,No,0,0,neutral
millennium,false,No,0,0,neutral
sale,false,No,0,0,neutral
billion,false,No,0,0,neutral
pound,false,No,0,0,neutral
billion,false,No,0,0,neutral
profit,false,No,0,0,neutral
million,false,No,0,0,neutral
pound,false,No,0,0,neutral
dividend,true,No,0,0,neutral
yield,true,No,0,0,neutral
stock,true,No,0,0,neutral
growth,false,No,0,1,neutral
compani,false,No,0,1,neutral
landuyt,false,No,0,1,neutral
said,false,No,0,1,neutral
warn,false,No,0,1,neutral
investor,false,No,0,1,neutral
tight,false,No,0,1,neutral
dividend,false,No,0,1,neutral
polici,false,No,0,1,neutral
focu,false,No,0,0,neutral
millennium,false,No,0,0,neutral
shun,false,No,0,0,neutral
suitor,false,No,0,0,neutral
strategi,false,No,0,0,neutral
millennium,false,No,2,1,neutral
chemic,false,No,2,1,neutral
spun,false,No,2,1,neutral
from,false,No,2,1,neutral
mighti,false,No,2,1,neutral
hanson,false,No,2,1,neutral
conglomer,false,No,2,1,neutral
octob,false,No,2,1,neutral
flotat,false,No,2,1,neutral
alreadi,false,No,2,1,neutral
rebuff,false,No,2,1,neutral
would,false,No,2,1,neutral
suitor,false,No,2,1,neutral
chief,false,No,2,1,neutral
execut,false,No,2,1,neutral
soon,false,No,2,1,neutral
independ,false,No,2,1,neutral
compani,false,No,2,1,neutral
said,false,No,2,1,neutral
tuesdai,false,No,2,1,neutral
britain,false,No,0,0,neutral
yuppi,false,No,0,0,neutral
back,false,No,0,0,neutral
rampag,false,No,0,0,neutral
british,true,No,0,2,neutral
yuppi,true,No,0,2,neutral
resplend,true,No,0,2,neutral
brace,true,No,0,2,neutral
shoulder,true,No,0,2,neutral
design,true,No,0,2,neutral
suit,true,No,0,2,neutral
were,true,No,0,2,neutral
almost,true,No,0,2,neutral
wipe,true,No,0,2,neutral
econom,true,No,0,2,neutral
auster,true,No,0,2,neutral
earli,true,No,0,2,neutral
thei,false,Yes,0,0,neutral
make,false,Yes,0,0,neutral
comeback,false,Yes,0,0,neutral
stock,false,Yes,0,0,neutral
market,false,Yes,0,0,neutral
record,false,Yes,0,0,neutral
high,false,Yes,0,0,neutral
citi,false,Yes,0,0,neutral
salari,false,Yes,0,0,neutral
return,false,Yes,0,0,neutral
figur,false,Yes,0,0,neutral
properti,false,Yes,0,0,neutral
price,false,Yes,0,0,neutral
london,false,Yes,0,0,neutral
bounc,false,Yes,0,0,neutral
back,false,Yes,0,0,neutral
restaur,false,No,1,2,neutral
pack,false,No,1,2,neutral
everi,false,No,1,2,neutral
night,false,No,1,2,neutral
again,false,No,1,2,neutral
custom,false,No,1,2,neutral
seem,false,No,1,2,neutral
even,false,No,1,2,neutral
younger,false,No,1,2,neutral
richer,false,No,1,2,neutral
time,false,No,1,2,neutral
around,false,No,1,2,neutral
said,false,No,1,2,neutral
manag,false,No,1,2,neutral
crowd,false,No,1,2,neutral
london,false,No,1,2,neutral
financi,false,No,1,2,neutral
district,false,No,1,2,neutral
product,true,No,0,0,neutral
econom,true,No,0,0,neutral
boom,true,No,0,0,neutral
yuppi,true,No,0,0,neutral
young,true,No,0,0,neutral
upwardli,true,No,0,0,neutral
mobil,true,No,0,0,neutral
profession,true,No,0,0,neutral
flourish,true,No,0,0,neutral
under,true,No,0,0,neutral
prime,true,No,0,0,neutral
minist,true,No,0,0,neutral
margaret,true,No,0,0,neutral
thatcher,true,No,0,0,neutral
encourag,true,No,0,0,neutral
nouveau,true,No,0,0,neutral
rich,true,No,0,0,neutral
flaunt,true,No,0,0,neutral
their,true,No,0,0,neutral
wealth,true,No,0,0,neutral
regent,false,No,0,0,neutral
crossgat,false,No,0,0,neutral
leisur,false,No,0,0,neutral
expand,false,No,0,0,neutral
regent,true,No,0,0,neutral
said,true,No,0,0,neutral
tuesdai,true,No,0,0,neutral
crossgat,true,No,0,0,neutral
leisur,true,No,0,0,neutral
which,true,No,0,0,neutral
oper,true,No,0,0,neutral
estat,true,No,0,0,neutral
cafe,true,No,0,0,neutral
snooker,true,No,0,0,neutral
sport,true,No,0,0,neutral
north,true,No,0,0,neutral
south,true,No,0,0,neutral
england,true,No,0,0,neutral
million,true,No,0,0,neutral
group,true,No,0,0,neutral
which,true,No,0,0,neutral
public,true,No,0,0,neutral
hous,true,No,0,0,neutral
hotel,true,No,0,0,neutral
restaur,true,No,0,0,neutral
said,true,No,0,0,neutral
also,true,No,0,0,neutral
plan,true,No,0,0,neutral
geograph,true,No,0,0,neutral
expans,true,No,0,0,neutral
estat,true,No,0,0,neutral
through,true,No,0,0,neutral
programm,true,No,0,0,neutral
site,true,No,0,0,neutral
acquisit,true,No,0,0,neutral
midland,true,No,0,0,neutral
north,true,No,0,0,neutral
england,true,No,0,0,neutral
prudenti,false,No,1,0,neutral
whose,false,No,1,0,neutral
share,false,No,1,0,neutral
jump,false,No,1,0,neutral
penc,false,No,1,0,neutral
penc,false,No,1,0,neutral
sale,false,No,1,0,neutral
said,false,No,1,0,neutral
would,false,No,1,0,neutral
receiv,false,No,1,0,neutral
billion,false,No,1,0,neutral
pound,false,No,1,0,neutral
cash,false,No,1,0,neutral
deal,false,No,1,0,neutral
would,false,No,1,0,neutral
also,false,No,1,0,neutral
involv,false,No,1,0,neutral
swiss,false,No,1,0,neutral
special,false,No,1,0,neutral
dividend,false,No,1,0,neutral
million,false,No,1,0,neutral
pound,false,No,1,0,neutral
prudenti,false,No,1,0,neutral
prudenti,false,No,1,0,neutral
said,false,No,1,0,neutral
june,false,No,1,0,neutral
that,false,No,1,0,neutral
intend,false,No,1,0,neutral
float,false,No,1,0,neutral
part,false,No,1,0,neutral
stock,false,No,1,0,neutral
market,false,No,1,0,neutral
later,false,No,1,0,neutral
year,false,No,1,0,neutral
trade,true,Yes,0,0,neutral
sale,true,Yes,0,0,neutral
been,true,Yes,0,0,neutral
rule,true,Yes,0,0,neutral
prudenti,false,No,1,0,neutral
sell,false,No,1,0,neutral
swiss,false,No,1,0,neutral
british,false,No,1,2,neutral
insur,false,No,1,2,neutral
prudenti,false,No,1,2,neutral
corp,false,No,1,2,neutral
said,false,No,1,2,neutral
tuesdai,false,No,1,2,neutral
agre,false,No,1,2,neutral
sell,false,No,1,2,neutral
mercantil,false,No,1,2,neutral
gener,false,No,1,2,neutral
reinsur,false,No,1,2,neutral
oper,false,No,1,2,neutral
swiss,false,No,1,2,neutral
reinsur,false,No,1,2,neutral
billion,false,No,1,2,neutral
pound,false,No,1,2,neutral
billion,false,No,1,2,neutral
deal,false,No,1,2,neutral
prudenti,false,No,0,0,neutral
said,false,No,0,0,neutral
statement,false,No,0,0,neutral
that,false,No,0,0,neutral
sale,false,No,0,0,neutral
which,false,No,0,0,neutral
result,false,No,0,0,neutral
from,false,No,0,0,neutral
strateg,false,No,0,0,neutral
review,false,No,0,0,neutral
oper,false,No,0,0,neutral
agre,false,No,0,0,neutral
mondai,false,No,0,0,neutral
should,false,No,0,0,neutral
complet,false,No,0,0,neutral
year,false,No,0,0,neutral
subject,false,No,0,0,neutral
regulatori,false,No,0,0,neutral
approv,false,No,0,0,neutral
bass,true,No,0,1,neutral
immedi,true,No,0,1,neutral
avail,true,No,0,1,neutral
comment,true,No,0,1,neutral
castlemain,false,No,0,1,neutral
